LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,predicted_price
1733,0.0,0.0,0.0,516.0,516.0,516,516,0,1032,1,2,5,452.0,279,0,0,0,0,133000.61505946814
1488,0.0,471.0,0.0,90.0,561.0,561,668,0,1229,1,2,5,462.0,176,0,0,0,0,145836.76116915638
1612,0.0,0.0,0.0,561.0,561.0,561,668,0,1229,1,2,5,462.0,154,0,0,0,0,139520.1517281185
13607,242.0,454.0,0.0,118.0,572.0,1182,800,0,1982,2,3,6,501.0,400,112,0,0,0,214442.84620913333
17597,0.0,803.0,419.0,581.0,1803.0,2365,0,0,2365,2,3,7,551.0,200,144,0,0,0,257434.2522295467
8660,0.0,0.0,0.0,760.0,760.0,928,928,312,2168,2,5,11,576.0,467,160,78,0,0,202816.64046028315
10200,0.0,0.0,0.0,572.0,572.0,572,0,0,572,1,2,4,200.0,0,0,72,0,0,71765.41184404568
3843,174.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,2,2,5,482.0,162,53,0,153,0,241043.2606685581
21780,0.0,0.0,0.0,0.0,0.0,810,0,0,810,1,1,4,280.0,119,24,0,0,0,95092.86319623084
10125,0.0,445.0,250.0,412.0,1107.0,1040,1012,0,2052,2,3,7,642.0,210,91,0,0,0,234979.61947595826
9750,0.0,767.0,0.0,135.0,902.0,926,0,0,926,1,2,5,351.0,319,0,0,0,0,141116.8534191228
9360,0.0,841.0,116.0,0.0,957.0,1287,0,0,1287,1,2,5,541.0,302,39,0,0,120,179602.8865971937
11070,0.0,55.0,0.0,1527.0,1582.0,1595,0,0,1595,2,2,5,672.0,0,0,0,0,0,214330.02969647018
13438,246.0,1758.0,0.0,432.0,2190.0,2036,0,0,2036,2,3,9,780.0,90,154,0,0,0,304883.9001402373
14463,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,2,3,7,885.0,0,95,0,0,0,259382.46258207757
9839,0.0,462.0,0.0,250.0,712.0,1375,862,0,2237,2,3,7,440.0,305,24,0,0,0,214734.2342066408
14419,310.0,904.0,624.0,117.0,1645.0,1479,0,0,1479,2,3,7,578.0,224,238,0,0,0,234126.77743055232
9157,0.0,0.0,0.0,912.0,912.0,1072,942,0,2014,2,3,9,486.0,124,114,0,0,0,217753.33535953716
12633,290.0,1640.0,0.0,338.0,1978.0,1978,0,0,1978,2,2,7,920.0,308,52,0,0,0,319259.47844835906
12518,182.0,532.0,0.0,476.0,1008.0,1008,0,0,1008,1,3,6,384.0,144,0,0,0,0,136378.78732501846
13383,176.0,594.0,0.0,594.0,1188.0,1404,0,0,1404,2,3,7,504.0,0,16,0,0,0,187950.99039608575
7689,0.0,720.0,76.0,0.0,796.0,796,0,0,796,1,2,4,336.0,138,0,0,0,0,115432.83139966137
7706,0.0,114.0,270.0,0.0,384.0,1091,0,0,1091,1,2,5,429.0,280,0,0,0,0,122426.34110783755
7669,0.0,718.0,110.0,0.0,828.0,883,0,0,883,1,2,5,698.0,100,32,0,0,0,150936.05320564378
10429,0.0,330.0,0.0,294.0,624.0,624,663,0,1287,1,3,6,440.0,150,0,0,0,0,136508.5758263315
10457,178.0,496.0,288.0,0.0,784.0,784,848,0,1632,1,4,7,898.0,0,173,368,0,0,168236.38079597784
8702,0.0,706.0,0.0,220.0,926.0,926,678,0,1604,2,3,7,470.0,0,36,0,0,0,186496.25035852304
8139,119.0,476.0,0.0,204.0,680.0,680,790,0,1470,2,3,7,420.0,192,49,0,0,0,181261.7279492923
9535,0.0,851.0,0.0,75.0,926.0,926,678,0,1604,2,3,7,472.0,100,82,0,0,0,194029.40148815792
15038,0.0,138.0,0.0,778.0,916.0,916,720,0,1636,2,3,7,386.0,168,84,0,0,0,185770.65647012086
14137,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1384,2,3,7,404.0,0,39,0,0,0,177663.35966731954
6264,0.0,656.0,0.0,1008.0,1664.0,1682,0,0,1682,1,1,6,528.0,0,0,0,0,0,218548.60532839148
5070,0.0,0.0,0.0,1280.0,1280.0,1280,0,0,1280,2,2,5,506.0,0,82,0,0,144,188142.16366785322
11184,0.0,0.0,0.0,932.0,932.0,932,701,0,1633,2,3,7,460.0,0,39,0,0,0,180175.19077896612
14067,194.0,504.0,0.0,332.0,836.0,851,858,0,1709,2,3,7,416.0,0,40,0,0,0,193098.80819933434
5950,0.0,319.0,0.0,1018.0,1337.0,1337,0,0,1337,2,2,5,462.0,0,73,154,0,0,176000.344039879
13543,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,3,5,9,683.0,192,32,0,0,0,259945.21319269974
15401,296.0,1337.0,0.0,547.0,1884.0,1884,0,0,1884,2,2,7,670.0,214,76,0,0,0,287484.4011398845
31220,0.0,0.0,0.0,1632.0,1632.0,1474,0,0,1474,1,3,7,495.0,0,0,144,0,0,170299.2739468493
8118,178.0,1034.0,0.0,676.0,1710.0,1710,0,0,1710,2,2,6,557.0,156,48,0,0,0,246696.30509384643
47280,44.0,0.0,0.0,1488.0,1488.0,1488,0,0,1488,2,3,6,738.0,0,0,180,0,0,202555.9136710607
12680,102.0,983.0,0.0,692.0,1675.0,1688,0,0,1688,2,2,6,528.0,0,48,0,0,141,242663.88799736917
10825,174.0,747.0,0.0,513.0,1260.0,1260,0,0,1260,2,3,6,598.0,152,0,0,0,0,193878.75724971402
18559,383.0,1206.0,186.0,656.0,2048.0,2064,0,0,2064,2,3,7,550.0,200,0,0,0,0,273986.6515245992
14450,194.0,864.0,449.0,469.0,1782.0,1782,0,0,1782,2,3,6,551.0,467,0,0,0,0,245422.62995721676
13068,621.0,890.0,48.0,273.0,1211.0,1211,0,0,1211,2,3,6,461.0,0,0,0,174,0,202832.3881240158
10400,280.0,0.0,0.0,738.0,738.0,1277,767,0,2044,2,3,7,489.0,28,73,0,0,0,205153.89198796495
9743,0.0,280.0,0.0,440.0,720.0,720,588,0,1308,1,3,7,484.0,0,0,0,0,0,141147.65232767476
12511,168.0,988.0,0.0,432.0,1420.0,1420,1420,0,2840,2,4,8,1314.0,0,16,0,0,208,339234.20065193495
10400,120.0,0.0,0.0,1444.0,1444.0,1444,0,0,1444,2,2,5,473.0,0,24,0,0,0,193336.28683608366
14311,402.0,1023.0,0.0,213.0,1236.0,1236,1104,0,2340,2,4,9,787.0,192,180,218,0,0,273786.88043689774
9000,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,2,4,8,480.0,0,45,0,0,0,176980.7340439384
10295,72.0,252.0,0.0,684.0,936.0,936,0,0,936,1,2,4,288.0,16,0,0,0,0,115790.80473786558
7560,0.0,119.0,613.0,132.0,864.0,864,0,0,864,1,3,5,576.0,0,0,0,0,0,110173.7532643211
1680,359.0,458.0,0.0,25.0,483.0,483,504,0,987,1,2,5,264.0,52,0,0,0,0,125618.8813028005
1890,422.0,483.0,0.0,0.0,483.0,483,504,0,987,1,2,5,352.0,411,0,0,0,0,151499.3734981074
1680,356.0,350.0,0.0,280.0,630.0,630,672,0,1302,2,3,6,264.0,0,0,0,0,0,150776.90819301453
2308,0.0,286.0,294.0,275.0,855.0,855,601,0,1456,2,4,7,460.0,0,0,0,0,0,149790.02878688628
2529,0.0,378.0,0.0,677.0,1055.0,1055,0,0,1055,2,2,4,440.0,0,38,0,0,0,152971.8914123743
12704,302.0,1012.0,0.0,570.0,1582.0,1582,0,0,1582,2,3,7,905.0,209,95,0,0,0,260015.56219528
13693,554.0,1728.0,495.0,195.0,2418.0,2464,0,0,2464,2,4,9,650.0,358,78,0,0,0,323382.2642189126
14418,480.0,1375.0,0.0,575.0,1950.0,1950,0,0,1950,2,2,7,706.0,156,207,0,0,0,302885.8196273636
13418,270.0,1420.0,0.0,430.0,1850.0,1850,898,0,2748,2,4,9,850.0,212,182,0,0,0,323716.0687336618
12539,468.0,1082.0,0.0,538.0,1620.0,1632,1158,0,2790,2,4,10,1150.0,30,200,0,0,192,357823.75685061375
12151,368.0,1249.0,0.0,165.0,1414.0,1414,917,0,2331,2,3,9,1003.0,192,63,0,0,0,318688.09725629655
8899,108.0,40.0,0.0,908.0,948.0,948,1140,0,2088,2,4,10,656.0,100,24,0,0,0,227413.209329392
10574,126.0,856.0,0.0,292.0,1148.0,1170,1162,0,2332,2,4,9,756.0,224,142,0,0,0,264818.8639908349
12720,680.0,2257.0,0.0,278.0,2535.0,2470,0,0,2470,1,1,7,789.0,154,65,0,0,216,378234.36448939715
10845,504.0,1149.0,0.0,454.0,1603.0,1575,0,0,1575,2,2,7,732.0,216,28,0,0,0,273828.6342805498
16900,1110.0,1075.0,0.0,404.0,1479.0,1515,1134,0,2649,2,4,10,746.0,0,60,0,0,0,326972.0890560441
16451,221.0,0.0,0.0,1765.0,1765.0,1804,886,0,2690,2,4,9,795.0,268,58,0,0,0,296838.66812198283
10110,492.0,372.0,0.0,1486.0,1858.0,1866,0,0,1866,2,2,7,870.0,0,48,0,0,0,285786.0167612942
12304,144.0,20.0,0.0,1347.0,1367.0,1367,0,0,1367,2,2,6,484.0,0,33,0,0,0,195903.28162071278
8232,714.0,1204.0,0.0,596.0,1800.0,1800,0,0,1800,2,2,6,944.0,210,0,0,0,0,307498.87741937547
6240,176.0,846.0,0.0,496.0,1342.0,1342,0,0,1342,2,2,6,550.0,0,35,0,0,0,207923.67255475654
6240,196.0,24.0,0.0,1318.0,1342.0,1342,0,0,1342,2,2,6,550.0,0,35,0,0,0,199430.8289696238
2448,106.0,0.0,0.0,764.0,764.0,764,862,0,1626,2,2,6,474.0,0,27,0,0,0,190628.00632098227
3940,143.0,1073.0,0.0,342.0,1415.0,1455,0,0,1455,2,2,6,644.0,156,20,0,0,144,239525.2021704319
3940,24.0,1087.0,0.0,306.0,1393.0,1576,0,0,1576,2,2,7,668.0,143,20,0,0,0,235389.68140374476
3710,20.0,0.0,0.0,1146.0,1146.0,1246,0,0,1246,2,2,5,428.0,100,24,0,0,0,169817.11258382406
9024,0.0,0.0,0.0,789.0,789.0,813,702,0,1515,2,3,8,393.0,0,75,0,0,0,171203.67834615955
8010,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,2,3,7,400.0,138,48,0,0,0,183991.61093993208
8396,196.0,0.0,0.0,847.0,847.0,847,1139,0,1986,2,4,9,434.0,120,48,0,0,0,202089.31204363887
7301,176.0,876.0,0.0,474.0,1350.0,1358,0,0,1358,2,2,6,484.0,192,26,0,0,0,213276.22863557356
8220,647.0,544.0,0.0,438.0,982.0,1008,884,0,1892,2,3,8,431.0,108,0,0,0,0,234626.9794306458
7750,0.0,0.0,0.0,707.0,707.0,707,707,0,1414,2,3,6,403.0,100,35,0,0,0,156990.21104120885
12460,0.0,870.0,0.0,167.0,1037.0,1037,1285,0,2322,2,4,8,400.0,144,44,0,0,0,220074.79326192263
8390,0.0,0.0,0.0,831.0,831.0,873,778,0,1651,2,3,7,450.0,0,103,0,0,0,178003.49503291337
9660,1290.0,0.0,0.0,1173.0,1173.0,1182,1017,0,2199,2,3,9,516.0,0,131,0,0,0,286039.7295228613
11000,295.0,0.0,0.0,1519.0,1519.0,1533,639,0,2172,2,4,8,687.0,162,153,0,0,0,248855.93762515386
11675,495.0,1660.0,0.0,322.0,1982.0,2006,0,0,2006,2,2,5,938.0,144,33,0,0,0,310847.005909764
10990,0.0,851.0,0.0,213.0,1064.0,1064,1061,0,2125,2,4,12,576.0,168,0,0,0,0,245604.67992344446
11929,466.0,0.0,0.0,1242.0,1242.0,1251,1250,0,2501,2,4,9,751.0,192,87,0,0,0,277942.0343873638
10010,320.0,228.0,852.0,0.0,1080.0,1108,1089,0,2197,2,4,9,783.0,385,99,0,0,0,260472.8434953396
13253,128.0,1096.0,0.0,482.0,1578.0,1578,0,0,1578,2,3,7,642.0,0,26,0,0,0,223378.45193446634
9801,156.0,0.0,0.0,1341.0,1341.0,1341,520,0,1861,3,3,7,851.0,144,60,0,0,0,264039.0619699673
9428,310.0,729.0,0.0,226.0,955.0,955,919,0,1874,2,3,8,880.0,168,108,0,0,0,259769.82604075756
10037,0.0,666.0,0.0,794.0,1460.0,1460,0,0,1460,2,3,6,480.0,0,20,0,0,0,185625.7132921668
8640,0.0,24.0,0.0,1339.0,1363.0,1372,0,0,1372,2,3,6,588.0,192,113,0,0,0,189513.86958509454
10625,292.0,0.0,0.0,1660.0,1660.0,1660,0,0,1660,2,3,7,660.0,133,120,0,0,0,232596.40241808756
7500,210.0,902.0,0.0,316.0,1218.0,1218,0,0,1218,2,2,6,462.0,168,168,0,0,0,204772.39369961878
10110,0.0,80.0,555.0,200.0,835.0,835,861,0,1696,2,3,7,542.0,143,66,0,0,0,191980.36411790457
12774,95.0,0.0,0.0,835.0,835.0,835,828,0,1663,2,3,8,478.0,168,68,0,0,0,199255.21165825723
13072,126.0,80.0,0.0,1095.0,1175.0,1175,0,0,1175,1,3,6,0.0,0,90,0,0,0,108915.57579442291
9260,0.0,0.0,0.0,1162.0,1162.0,1162,0,0,1162,2,3,6,483.0,0,32,0,0,0,155563.53869984482
8453,38.0,362.0,0.0,392.0,754.0,754,855,0,1609,2,3,6,525.0,0,70,0,0,0,179396.44521839762
8480,120.0,602.0,0.0,284.0,886.0,886,794,0,1680,2,3,7,474.0,144,96,0,0,0,201467.8679333854
14565,145.0,537.0,0.0,295.0,832.0,832,825,0,1657,2,3,6,483.0,144,74,0,0,0,195408.7360167109
8450,0.0,472.0,0.0,355.0,827.0,827,850,0,1677,2,3,7,627.0,0,68,0,0,0,197551.4159853457
8285,0.0,397.0,0.0,439.0,836.0,844,893,0,1737,2,3,7,506.0,192,85,0,0,0,200253.61931773735
9100,0.0,53.0,799.0,132.0,984.0,984,0,0,984,1,3,5,384.0,145,56,0,0,0,111699.16391086162
8100,0.0,764.0,0.0,100.0,864.0,864,0,0,864,1,3,5,420.0,132,0,0,0,0,115666.94466157668
8450,0.0,890.0,0.0,0.0,890.0,890,0,0,890,1,3,5,308.0,0,0,0,0,0,104905.73933789444
6360,0.0,489.0,0.0,375.0,864.0,864,0,0,864,1,3,5,276.0,0,0,0,0,0,95469.22393702305
19508,144.0,800.0,0.0,630.0,1430.0,1430,0,0,1430,2,3,6,484.0,117,108,165,0,0,193470.06051880427
10759,0.0,190.0,811.0,0.0,1001.0,1001,640,0,1641,2,4,5,490.0,0,0,92,0,0,147997.99555404126
9205,304.0,704.0,0.0,226.0,930.0,1364,1319,0,2683,2,4,9,473.0,237,251,0,0,196,273584.99985705793
11025,568.0,520.0,0.0,1328.0,1848.0,1827,959,0,2786,2,4,10,636.0,294,49,0,0,0,318613.34964758996
3435,0.0,24.0,0.0,1211.0,1235.0,1245,0,0,1245,2,1,5,495.0,0,100,0,0,0,191953.24202363935
3180,0.0,390.0,0.0,210.0,600.0,600,600,0,1200,2,2,5,480.0,0,166,0,0,0,161836.33019735708
3180,0.0,0.0,0.0,689.0,689.0,703,689,0,1392,2,2,5,540.0,0,102,0,0,0,172622.6249255363
2280,216.0,550.0,0.0,194.0,744.0,757,792,0,1549,2,3,6,440.0,0,32,0,0,0,176592.84960253382
4765,260.0,1027.0,0.0,587.0,1614.0,1638,0,0,1638,2,2,5,495.0,230,68,0,0,0,236218.6407786709
4538,179.0,1004.0,0.0,306.0,1310.0,1310,0,0,1310,1,1,5,545.0,277,45,0,0,0,210815.82599044548
4385,0.0,964.0,0.0,455.0,1419.0,1419,0,0,1419,1,2,5,588.0,155,58,0,0,0,191467.45804272994
4109,260.0,1141.0,0.0,416.0,1557.0,1557,0,0,1557,2,2,5,484.0,124,113,0,0,0,227280.14517925328
2160,216.0,600.0,0.0,72.0,672.0,684,720,0,1404,2,3,5,462.0,20,0,0,0,0,163891.5996862056
10646,513.0,681.0,0.0,177.0,858.0,872,917,0,1789,2,3,7,546.0,0,0,0,0,0,220857.7410592315
2645,466.0,612.0,0.0,348.0,960.0,962,624,0,1586,2,3,7,480.0,169,0,0,0,0,210586.40128379702
2645,456.0,813.0,0.0,147.0,960.0,962,645,0,1607,2,3,7,480.0,169,0,0,0,0,213575.0356635283
3951,0.0,128.0,842.0,0.0,970.0,1469,924,0,2393,2,2,7,846.0,0,90,0,0,94,262650.72929712536
11064,0.0,560.0,670.0,0.0,1230.0,1239,0,0,1239,1,1,4,477.0,172,24,0,0,0,174710.90324937578
24572,1050.0,410.0,0.0,584.0,994.0,1599,1345,0,2944,2,3,9,864.0,140,70,16,0,0,341684.87673676945
16280,0.0,1044.0,382.0,0.0,1426.0,1671,0,0,1671,3,3,6,550.0,280,90,0,0,0,236296.4773042047
7500,0.0,0.0,0.0,952.0,952.0,952,860,0,1812,2,3,7,469.0,144,112,0,0,0,197957.6584798039
11104,0.0,828.0,0.0,599.0,1427.0,1427,0,0,1427,2,4,7,516.0,0,0,0,0,216,190790.27437348064
11050,0.0,301.0,0.0,1439.0,1740.0,1740,0,0,1740,1,4,8,512.0,25,0,0,0,192,193062.97526540633
15387,0.0,603.0,294.0,723.0,1620.0,1620,0,0,1620,2,4,8,578.0,0,62,192,0,0,190334.58987231122
9750,0.0,0.0,0.0,1625.0,1625.0,1625,0,0,1625,2,4,8,484.0,0,0,0,0,0,184362.37027629078
8814,0.0,732.0,0.0,0.0,732.0,732,732,0,1464,1,4,7,470.0,0,40,0,0,0,136811.42919623936
8125,0.0,260.0,456.0,196.0,912.0,925,0,0,925,1,3,5,576.0,233,0,0,0,0,127670.24551683445
11072,0.0,0.0,0.0,1728.0,1728.0,1728,0,0,1728,2,6,10,576.0,0,0,0,0,0,175588.01983211606
13355,0.0,583.0,0.0,242.0,825.0,845,825,0,1670,1,4,7,464.0,0,0,0,0,0,147947.1961967446
7785,0.0,0.0,0.0,0.0,0.0,1014,0,0,1014,1,2,6,267.0,0,0,40,0,200,98489.81168424836
9900,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,1,3,5,451.0,0,0,0,0,164,134331.00646850304
11332,0.0,528.0,0.0,590.0,1118.0,1118,0,0,1118,1,3,6,264.0,290,0,0,0,0,134831.6036214581
4882,0.0,120.0,0.0,228.0,348.0,453,453,0,906,1,2,5,231.0,0,0,0,0,0,94054.7765213096
9600,203.0,658.0,0.0,638.0,1296.0,1496,0,0,1496,2,3,6,450.0,0,22,0,0,0,186836.48953921348
9600,0.0,32.0,308.0,232.0,572.0,1337,0,0,1337,1,3,7,264.0,0,192,0,0,0,111171.31559388235
7584,88.0,531.0,0.0,505.0,1036.0,1036,0,0,1036,1,3,5,312.0,120,24,0,0,0,121676.03598774606
14670,410.0,575.0,0.0,529.0,1104.0,1104,884,0,1988,2,4,9,480.0,0,230,0,0,0,226629.77341301707
8856,143.0,621.0,52.0,503.0,1176.0,1176,0,0,1176,1,3,6,292.0,0,88,0,0,95,142438.19983277726
9840,0.0,1053.0,0.0,195.0,1248.0,1440,0,0,1440,2,2,7,480.0,150,0,0,0,256,229027.551514883
13200,187.0,958.0,0.0,437.0,1395.0,1570,0,0,1570,1,3,5,441.0,490,0,0,0,0,192266.37717169055
10425,0.0,774.0,0.0,330.0,1104.0,1104,0,0,1104,1,3,5,384.0,0,0,0,0,0,126035.97599317196
11556,52.0,148.0,0.0,572.0,720.0,882,0,0,882,1,2,4,240.0,0,0,0,0,0,99636.77333461386
9373,84.0,500.0,196.0,456.0,1152.0,1152,0,0,1152,1,3,6,636.0,0,0,0,0,0,152886.6017350004
12774,0.0,624.0,128.0,232.0,984.0,950,0,0,950,1,2,5,400.0,0,32,0,0,0,133193.23305693688
14250,360.0,0.0,0.0,998.0,998.0,1790,0,0,1790,2,3,6,540.0,0,40,0,0,0,194178.1125075441
8838,0.0,0.0,0.0,0.0,0.0,1764,0,0,1764,2,4,7,301.0,0,72,0,0,0,110487.57334670593
12436,0.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,2,5,9,484.0,0,0,0,0,0,188417.08817249638
10122,0.0,0.0,0.0,0.0,0.0,869,0,0,869,1,1,3,390.0,0,0,66,0,0,87697.31628799794
7506,0.0,0.0,0.0,747.0,747.0,747,412,0,1159,1,3,5,288.0,84,0,96,0,0,103812.15209430935
5400,0.0,0.0,0.0,672.0,672.0,672,0,0,672,1,2,4,308.0,88,108,0,0,0,95427.3688022223
10836,0.0,0.0,0.0,892.0,892.0,1254,182,0,1436,1,3,7,1488.0,0,0,100,0,0,212817.08099272058
10180,0.0,744.0,0.0,168.0,912.0,1044,0,0,1044,1,3,5,372.0,200,48,0,0,0,125342.0743705137
11355,125.0,637.0,0.0,675.0,1312.0,1312,0,0,1312,1,3,6,495.0,0,304,144,0,0,159380.98340876724
12929,276.0,697.0,0.0,384.0,1081.0,1081,0,0,1081,1,3,5,401.0,36,82,0,0,0,140007.6857394207
7200,0.0,432.0,0.0,444.0,876.0,876,0,0,876,1,2,5,576.0,0,0,0,0,0,135543.8301286976
8000,0.0,476.0,488.0,292.0,1256.0,1256,0,0,1256,1,3,6,311.0,0,240,0,0,0,136124.4783944671
8000,0.0,520.0,319.0,188.0,1027.0,1027,0,0,1027,1,3,6,299.0,0,0,0,0,0,114364.35590995227
8064,0.0,315.0,0.0,453.0,768.0,819,501,0,1320,2,3,5,576.0,108,0,0,0,0,162865.66841751555
6390,0.0,0.0,0.0,936.0,936.0,984,0,0,984,1,2,4,280.0,0,0,0,0,0,109451.76020191601
7200,0.0,673.0,0.0,181.0,854.0,854,424,0,1278,1,4,6,240.0,0,0,0,0,0,105177.63980482305
8513,0.0,0.0,0.0,1800.0,1800.0,1800,0,0,1800,2,6,10,0.0,0,0,0,0,0,138209.67625549348
7200,0.0,370.0,0.0,398.0,768.0,1024,564,0,1588,1,3,6,480.0,0,0,0,0,0,147738.8907662852
7200,0.0,0.0,0.0,825.0,825.0,825,0,0,825,1,2,4,350.0,0,0,0,0,0,104461.09794478735
7590,0.0,0.0,0.0,1117.0,1117.0,1117,0,0,1117,1,3,6,264.0,0,0,0,0,0,114440.10688699337
9836,0.0,96.0,0.0,96.0,192.0,1133,0,0,1133,1,3,7,308.0,0,175,0,0,0,94324.30025269161
9184,0.0,0.0,0.0,780.0,780.0,948,375,0,1323,1,3,6,400.0,0,0,0,0,0,125627.79357033435
4800,0.0,0.0,0.0,680.0,680.0,680,680,0,1360,1,2,6,330.0,192,50,0,0,0,148925.09526963418
4800,0.0,0.0,0.0,672.0,672.0,672,0,0,672,1,2,4,256.0,0,0,0,0,0,85243.41550666843
6000,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,1,4,7,308.0,0,0,248,0,0,103596.35888157967
11426,0.0,0.0,0.0,828.0,828.0,828,658,108,1594,2,3,9,0.0,0,172,109,0,0,146022.45868881833
7628,0.0,0.0,0.0,801.0,801.0,1095,561,0,1656,2,2,8,440.0,187,0,0,0,0,202779.44056559567
7308,0.0,360.0,0.0,576.0,936.0,960,780,0,1740,1,2,6,225.0,0,0,236,0,0,151548.7587159896
5400,0.0,0.0,0.0,931.0,931.0,1027,0,0,1027,1,2,5,0.0,0,28,0,0,0,96447.93647401792
10800,0.0,590.0,0.0,294.0,884.0,884,552,0,1436,2,3,8,828.0,0,0,126,0,0,201460.47055166616
6756,0.0,0.0,0.0,481.0,481.0,899,0,0,899,1,2,5,200.0,0,0,96,0,0,84724.23005072534
5914,0.0,0.0,0.0,684.0,684.0,684,396,0,1080,1,3,5,0.0,0,165,30,0,0,78996.71074852512
9000,0.0,445.0,0.0,459.0,904.0,904,595,0,1499,1,3,5,869.0,0,20,0,0,0,174381.7581924827
7311,0.0,0.0,0.0,407.0,407.0,407,0,0,407,1,1,3,297.0,76,0,120,0,0,78727.39374539728
12205,0.0,0.0,0.0,448.0,448.0,1588,0,0,1588,2,5,6,0.0,0,0,0,0,0,74655.29906819024
9142,0.0,0.0,0.0,797.0,797.0,830,797,0,1627,2,4,10,420.0,192,0,60,0,0,177778.67932302802
5350,0.0,116.0,0.0,508.0,624.0,730,720,0,1450,1,3,7,288.0,0,192,0,0,0,131432.17352276354
9143,0.0,0.0,0.0,346.0,346.0,709,308,0,1017,1,2,5,308.0,0,0,139,0,0,95398.92036009897
9600,0.0,234.0,0.0,739.0,973.0,1377,973,0,2350,2,4,10,393.0,0,0,219,0,0,199916.75487354788
6000,0.0,0.0,0.0,572.0,572.0,884,656,0,1540,1,3,7,0.0,240,77,0,0,0,118484.02719300584
11340,0.0,0.0,0.0,723.0,723.0,723,363,0,1086,1,2,5,400.0,0,24,144,0,0,120694.18299089119
10800,0.0,0.0,0.0,1313.0,1313.0,1313,1182,0,2495,2,5,10,342.0,0,299,0,0,0,213471.524548728
9750,164.0,200.0,0.0,784.0,984.0,984,0,0,984,1,2,5,308.0,0,0,0,0,0,128981.21863654954
8516,0.0,0.0,0.0,869.0,869.0,1093,0,0,1093,1,2,5,308.0,0,0,0,0,0,119494.9481619054
7111,0.0,406.0,273.0,329.0,1008.0,1143,0,0,1143,1,2,5,288.0,265,0,0,0,0,140096.40020311804
7425,0.0,0.0,0.0,672.0,672.0,1195,473,0,1668,1,3,8,252.0,210,0,0,0,0,146149.23219325262
7010,0.0,175.0,0.0,849.0,1024.0,1144,594,0,1738,2,3,6,240.0,0,30,0,0,0,164955.42183385676
5000,0.0,600.0,0.0,72.0,672.0,832,378,0,1210,1,3,6,240.0,0,0,0,0,0,111186.88624513111
5870,0.0,0.0,0.0,554.0,554.0,736,554,0,1290,1,3,6,200.0,38,112,0,0,0,106930.81631883055
6000,0.0,521.0,0.0,460.0,981.0,1014,658,0,1672,1,3,6,240.0,0,11,0,0,0,144444.5311000592
6000,0.0,0.0,0.0,949.0,949.0,949,0,0,949,1,2,5,370.0,0,0,48,0,0,118688.40526053758
6000,0.0,201.0,162.0,462.0,825.0,825,672,0,1497,2,3,5,672.0,272,0,0,0,0,186213.59345248065
6000,0.0,264.0,0.0,475.0,739.0,874,468,0,1342,2,2,7,240.0,0,0,0,0,0,160501.33806276167
5000,0.0,0.0,0.0,992.0,992.0,1013,0,0,1013,1,3,6,160.0,0,0,101,0,0,92921.12146133727
5520,0.0,68.0,0.0,497.0,565.0,565,651,0,1216,1,3,6,355.0,0,0,180,0,0,105989.64012797699
5940,0.0,0.0,0.0,0.0,0.0,896,0,0,896,1,2,4,280.0,0,0,0,0,0,70613.45011032629
6240,0.0,80.0,0.0,624.0,704.0,624,512,0,1136,1,2,6,336.0,0,365,80,0,0,134384.5926445914
6120,0.0,0.0,0.0,0.0,0.0,808,0,0,808,1,1,6,164.0,0,48,0,0,0,88801.09788059545
6240,0.0,300.0,240.0,449.0,989.0,1245,764,0,2009,2,4,7,400.0,0,20,0,0,0,176158.41904780825
6120,0.0,203.0,0.0,897.0,1100.0,1226,676,0,1902,2,4,7,576.0,0,139,55,0,0,187956.02754056145
9144,0.0,0.0,0.0,810.0,810.0,1170,546,0,1716,2,4,8,672.0,0,195,0,0,0,182735.99923362225
8094,0.0,196.0,0.0,1046.0,1242.0,1242,742,0,1984,2,5,8,360.0,64,0,180,0,0,164837.69827972344
4347,0.0,0.0,0.0,796.0,796.0,825,784,0,1609,1,3,7,228.0,0,182,0,0,0,138836.12726508963
6291,0.0,0.0,0.0,768.0,768.0,768,0,0,768,1,1,4,440.0,0,0,84,0,0,120342.26365116525
10266,0.0,372.0,0.0,396.0,768.0,768,768,0,1536,1,4,7,308.0,0,216,80,0,0,125925.53524091118
6876,0.0,0.0,0.0,1272.0,1272.0,1272,0,697,1969,2,4,9,400.0,0,34,0,0,0,159474.71909663695
10320,0.0,0.0,0.0,880.0,880.0,880,428,0,1308,2,2,6,400.0,0,0,117,0,0,162889.55269158882
